model,word,layer,n_layers,stratum,representation,n,accuracy,accuracy_sd
llama-3-8b,confronted,16,32,all,context,14,0.25,0.22360679774997896
llama-3-8b,confronted,16,32,all,target,14,0.6,0.20000000000000004
llama-3-8b,confronted,16,32,all,combined,14,0.45,0.2449489742783178
qwen2.5-7b,confronted,14,28,all,context,14,0.25,0.22360679774997896
qwen2.5-7b,confronted,14,28,all,target,14,0.55,0.2449489742783178
qwen2.5-7b,confronted,14,28,all,combined,14,0.4,0.25495097567963926
llama-3-8b,connection,16,32,all,context,14,0.15,0.19999999999999998
llama-3-8b,connection,16,32,all,target,14,0.45,0.24494897427831783
llama-3-8b,connection,16,32,all,combined,14,0.3,0.29154759474226505
qwen2.5-7b,connection,14,28,all,context,14,0.2,0.24494897427831783
qwen2.5-7b,connection,14,28,all,target,14,0.6,0.1224744871391589
qwen2.5-7b,connection,14,28,all,combined,14,0.5,0.27386127875258304
llama-3-8b,cure,16,32,all,context,14,0.5,0.3535533905932738
llama-3-8b,cure,16,32,all,target,14,0.95,0.09999999999999999
llama-3-8b,cure,16,32,all,combined,14,0.8,0.291547594742265
qwen2.5-7b,cure,14,28,all,context,14,0.4,0.25495097567963926
qwen2.5-7b,cure,14,28,all,target,14,0.9,0.1224744871391589
qwen2.5-7b,cure,14,28,all,combined,14,0.8,0.291547594742265
llama-3-8b,dance,16,32,all,context,14,0.5,0.31622776601683794
llama-3-8b,dance,16,32,all,target,14,0.7,0.291547594742265
llama-3-8b,dance,16,32,all,combined,14,0.6,0.25495097567963926
qwen2.5-7b,dance,14,28,all,context,14,0.5,0.3535533905932738
qwen2.5-7b,dance,14,28,all,target,14,0.65,0.2
qwen2.5-7b,dance,14,28,all,combined,14,0.6,0.37416573867739417
llama-3-8b,dead,16,32,all,context,14,0.55,0.09999999999999999
llama-3-8b,dead,16,32,all,target,14,0.55,0.33166247903554
llama-3-8b,dead,16,32,all,combined,14,0.55,0.09999999999999999
qwen2.5-7b,dead,14,28,all,context,14,0.5,0.0
qwen2.5-7b,dead,14,28,all,target,14,0.7,0.2449489742783178
qwen2.5-7b,dead,14,28,all,combined,14,0.55,0.09999999999999999
llama-3-8b,defined,16,32,all,context,14,0.45,0.33166247903554
llama-3-8b,defined,16,32,all,target,14,0.7,0.2449489742783178
llama-3-8b,defined,16,32,all,combined,14,0.6,0.20000000000000004
qwen2.5-7b,defined,14,28,all,context,14,0.7,0.2449489742783178
qwen2.5-7b,defined,14,28,all,target,14,0.7,0.2449489742783178
qwen2.5-7b,defined,14,28,all,combined,14,0.6,0.2
llama-3-8b,definition,16,32,all,context,14,0.9,0.1224744871391589
llama-3-8b,definition,16,32,all,target,14,0.75,0.22360679774997896
llama-3-8b,definition,16,32,all,combined,14,0.85,0.2
qwen2.5-7b,definition,14,28,all,context,14,0.9,0.1224744871391589
qwen2.5-7b,definition,14,28,all,target,14,0.6,0.20000000000000004
qwen2.5-7b,definition,14,28,all,combined,14,0.75,0.22360679774997896
llama-3-8b,desire,16,32,all,context,14,0.25,0.31622776601683794
llama-3-8b,desire,16,32,all,target,14,1.0,0.0
llama-3-8b,desire,16,32,all,combined,14,0.9,0.20000000000000004
qwen2.5-7b,desire,14,28,all,context,14,0.35,0.2
qwen2.5-7b,desire,14,28,all,target,14,0.8,0.18708286933869706
qwen2.5-7b,desire,14,28,all,combined,14,0.65,0.2
llama-3-8b,difficulty,16,32,all,context,14,0.1,0.12247448713915891
llama-3-8b,difficulty,16,32,all,target,14,0.7,0.2449489742783178
llama-3-8b,difficulty,16,32,all,combined,14,0.3,0.24494897427831783
qwen2.5-7b,difficulty,14,28,all,context,14,0.15,0.19999999999999998
qwen2.5-7b,difficulty,14,28,all,target,14,0.6,0.2
qwen2.5-7b,difficulty,14,28,all,combined,14,0.2,0.18708286933869708
llama-3-8b,earlier,16,32,all,context,14,0.5,0.31622776601683794
llama-3-8b,earlier,16,32,all,target,14,0.85,0.2
llama-3-8b,earlier,16,32,all,combined,14,0.9,0.2
qwen2.5-7b,earlier,14,28,all,context,14,0.55,0.2449489742783178
qwen2.5-7b,earlier,14,28,all,target,14,1.0,0.0
qwen2.5-7b,earlier,14,28,all,combined,14,0.9,0.2
llama-3-8b,effect,16,32,all,context,14,0.6,0.25495097567963926
llama-3-8b,effect,16,32,all,target,14,1.0,0.0
llama-3-8b,effect,16,32,all,combined,14,1.0,0.0
qwen2.5-7b,effect,14,28,all,context,14,0.45,0.24494897427831783
qwen2.5-7b,effect,14,28,all,target,14,1.0,0.0
qwen2.5-7b,effect,14,28,all,combined,14,1.0,0.0
llama-3-8b,emotional,16,32,all,context,14,0.7,0.18708286933869706
llama-3-8b,emotional,16,32,all,target,14,0.7,0.18708286933869706
llama-3-8b,emotional,16,32,all,combined,14,0.7,0.18708286933869706
qwen2.5-7b,emotional,14,28,all,context,14,0.65,0.2
qwen2.5-7b,emotional,14,28,all,target,14,0.75,0.22360679774997896
qwen2.5-7b,emotional,14,28,all,combined,14,0.65,0.2
llama-3-8b,encountered,16,32,all,context,14,0.45,0.33166247903554
llama-3-8b,encountered,16,32,all,target,14,0.25,0.22360679774997896
llama-3-8b,encountered,16,32,all,combined,14,0.15,0.19999999999999998
qwen2.5-7b,encountered,14,28,all,context,14,0.4,0.25495097567963926
qwen2.5-7b,encountered,14,28,all,target,14,0.4,0.2
qwen2.5-7b,encountered,14,28,all,combined,14,0.15,0.19999999999999998
llama-3-8b,failure,16,32,all,context,14,0.7,0.2449489742783178
llama-3-8b,failure,16,32,all,target,14,0.6,0.25495097567963926
llama-3-8b,failure,16,32,all,combined,14,0.7,0.291547594742265
qwen2.5-7b,failure,14,28,all,context,14,0.7,0.2449489742783178
qwen2.5-7b,failure,14,28,all,target,14,0.7,0.18708286933869706
qwen2.5-7b,failure,14,28,all,combined,14,0.7,0.18708286933869706
llama-3-8b,flow,16,32,all,context,14,0.85,0.2
llama-3-8b,flow,16,32,all,target,14,1.0,0.0
llama-3-8b,flow,16,32,all,combined,14,0.95,0.09999999999999999
qwen2.5-7b,flow,14,28,all,context,14,0.75,0.31622776601683794
qwen2.5-7b,flow,14,28,all,target,14,0.95,0.09999999999999999
qwen2.5-7b,flow,14,28,all,combined,14,0.9,0.20000000000000004
llama-3-8b,forget,16,32,all,context,14,0.55,0.4
llama-3-8b,forget,16,32,all,target,14,0.5,0.27386127875258304
llama-3-8b,forget,16,32,all,combined,14,0.45,0.24494897427831783
qwen2.5-7b,forget,14,28,all,context,14,0.4,0.25495097567963926
qwen2.5-7b,forget,14,28,all,target,14,0.4,0.25495097567963926
qwen2.5-7b,forget,14,28,all,combined,14,0.45,0.24494897427831783
llama-3-8b,hung,16,32,all,context,14,0.2,0.18708286933869708
llama-3-8b,hung,16,32,all,target,14,0.2,0.18708286933869708
llama-3-8b,hung,16,32,all,combined,14,0.25,0.22360679774997896
qwen2.5-7b,hung,14,28,all,context,14,0.2,0.18708286933869708
qwen2.5-7b,hung,14,28,all,target,14,0.2,0.18708286933869708
qwen2.5-7b,hung,14,28,all,combined,14,0.2,0.24494897427831783
llama-3-8b,happened,16,32,all,context,14,0.2,0.18708286933869708
llama-3-8b,happened,16,32,all,target,14,0.3,0.29154759474226505
llama-3-8b,happened,16,32,all,combined,14,0.05,0.10000000000000002
qwen2.5-7b,happened,14,28,all,context,14,0.1,0.12247448713915891
qwen2.5-7b,happened,14,28,all,target,14,0.1,0.12247448713915891
qwen2.5-7b,happened,14,28,all,combined,14,0.1,0.12247448713915891
llama-3-8b,interpreted,16,32,all,context,14,0.35,0.3741657386773941
llama-3-8b,interpreted,16,32,all,target,14,0.25,0.22360679774997896
llama-3-8b,interpreted,16,32,all,combined,14,0.25,0.22360679774997896
qwen2.5-7b,interpreted,14,28,all,context,14,0.25,0.22360679774997896
qwen2.5-7b,interpreted,14,28,all,target,14,0.35,0.2
qwen2.5-7b,interpreted,14,28,all,combined,14,0.4,0.25495097567963926
llama-3-8b,join,16,32,all,context,14,0.85,0.2
llama-3-8b,join,16,32,all,target,14,0.75,0.3872983346207417
llama-3-8b,join,16,32,all,combined,14,0.75,0.3872983346207417
qwen2.5-7b,join,14,28,all,context,14,0.85,0.2
qwen2.5-7b,join,14,28,all,target,14,0.75,0.3872983346207417
qwen2.5-7b,join,14,28,all,combined,14,0.75,0.3872983346207417
llama-3-8b,lack,16,32,all,context,14,0.7,0.18708286933869706
llama-3-8b,lack,16,32,all,target,14,1.0,0.0
llama-3-8b,lack,16,32,all,combined,14,1.0,0.0
qwen2.5-7b,lack,14,28,all,context,14,0.55,0.33166247903554
qwen2.5-7b,lack,14,28,all,target,14,1.0,0.0
qwen2.5-7b,lack,14,28,all,combined,14,1.0,0.0
llama-3-8b,length,16,32,all,context,14,0.5,0.15811388300841897
llama-3-8b,length,16,32,all,target,14,0.45,0.24494897427831783
llama-3-8b,length,16,32,all,combined,14,0.45,0.10000000000000002
qwen2.5-7b,length,14,28,all,context,14,0.45,0.10000000000000002
qwen2.5-7b,length,14,28,all,target,14,0.5,0.0
qwen2.5-7b,length,14,28,all,combined,14,0.5,0.0
llama-3-8b,likely,16,32,all,context,14,0.55,0.2449489742783178
llama-3-8b,likely,16,32,all,target,14,0.85,0.2
llama-3-8b,likely,16,32,all,combined,14,0.9,0.1224744871391589
qwen2.5-7b,likely,14,28,all,context,14,0.5,0.3535533905932738
qwen2.5-7b,likely,14,28,all,target,14,0.8,0.18708286933869706
qwen2.5-7b,likely,14,28,all,combined,14,0.6,0.3391164991562634
llama-3-8b,liquor,16,32,all,context,14,1.0,0.0
llama-3-8b,liquor,16,32,all,target,14,1.0,0.0
llama-3-8b,liquor,16,32,all,combined,14,1.0,0.0
qwen2.5-7b,liquor,14,28,all,context,14,1.0,0.0
qwen2.5-7b,liquor,14,28,all,target,14,1.0,0.0
qwen2.5-7b,liquor,14,28,all,combined,14,1.0,0.0
llama-3-8b,marked,16,32,all,context,14,0.85,0.2
llama-3-8b,marked,16,32,all,target,14,0.8,0.2449489742783178
llama-3-8b,marked,16,32,all,combined,14,0.8,0.2449489742783178
qwen2.5-7b,marked,14,28,all,context,14,0.75,0.31622776601683794
qwen2.5-7b,marked,14,28,all,target,14,0.8,0.2449489742783178
qwen2.5-7b,marked,14,28,all,combined,14,0.8,0.2449489742783178
llama-3-8b,met,16,32,all,context,14,0.4,0.2
llama-3-8b,met,16,32,all,target,14,0.45,0.33166247903554
llama-3-8b,met,16,32,all,combined,14,0.4,0.25495097567963926
qwen2.5-7b,met,14,28,all,context,14,0.15,0.30000000000000004
qwen2.5-7b,met,14,28,all,target,14,0.5,0.31622776601683794
qwen2.5-7b,met,14,28,all,combined,14,0.4,0.37416573867739417
llama-3-8b,membership,16,32,all,context,14,0.25,0.22360679774997896
llama-3-8b,membership,16,32,all,target,14,0.4,0.25495097567963926
llama-3-8b,membership,16,32,all,combined,14,0.5,0.3535533905932738
qwen2.5-7b,membership,14,28,all,context,14,0.2,0.2915475947422651
qwen2.5-7b,membership,14,28,all,target,14,0.6,0.33911649915626346
qwen2.5-7b,membership,14,28,all,combined,14,0.45,0.45825756949558405
llama-3-8b,missed,16,32,all,context,14,0.6,0.2
llama-3-8b,missed,16,32,all,target,14,0.8,0.18708286933869706
llama-3-8b,missed,16,32,all,combined,14,0.7,0.2449489742783178
qwen2.5-7b,missed,14,28,all,context,14,0.4,0.2
qwen2.5-7b,missed,14,28,all,target,14,0.75,0.22360679774997896
qwen2.5-7b,missed,14,28,all,combined,14,0.7,0.2449489742783178
llama-3-8b,movement,16,32,all,context,14,0.15,0.19999999999999998
llama-3-8b,movement,16,32,all,target,14,0.3,0.18708286933869708
llama-3-8b,movement,16,32,all,combined,14,0.2,0.18708286933869708
qwen2.5-7b,movement,14,28,all,context,14,0.15,0.19999999999999998
qwen2.5-7b,movement,14,28,all,target,14,0.05,0.10000000000000002
qwen2.5-7b,movement,14,28,all,combined,14,0.15,0.19999999999999998
llama-3-8b,naturally,16,32,all,context,14,0.2,0.18708286933869708
llama-3-8b,naturally,16,32,all,target,14,0.85,0.2
llama-3-8b,naturally,16,32,all,combined,14,0.85,0.2
qwen2.5-7b,naturally,14,28,all,context,14,0.2,0.18708286933869708
qwen2.5-7b,naturally,14,28,all,target,14,0.9,0.2
qwen2.5-7b,naturally,14,28,all,combined,14,0.65,0.2
llama-3-8b,neighborhood,16,32,all,context,14,0.35,0.2
llama-3-8b,neighborhood,16,32,all,target,14,0.65,0.30000000000000004
llama-3-8b,neighborhood,16,32,all,combined,14,0.6,0.2
qwen2.5-7b,neighborhood,14,28,all,context,14,0.45,0.10000000000000002
qwen2.5-7b,neighborhood,14,28,all,target,14,0.5,0.31622776601683794
qwen2.5-7b,neighborhood,14,28,all,combined,14,0.55,0.2449489742783178
llama-3-8b,occurred,16,32,all,context,14,0.45,0.33166247903554
llama-3-8b,occurred,16,32,all,target,14,0.85,0.2
llama-3-8b,occurred,16,32,all,combined,14,0.9,0.20000000000000004
qwen2.5-7b,occurred,14,28,all,context,14,0.6,0.25495097567963926
qwen2.5-7b,occurred,14,28,all,target,14,0.95,0.09999999999999999
qwen2.5-7b,occurred,14,28,all,combined,14,0.85,0.2
llama-3-8b,official,16,32,all,context,14,0.4,0.2
llama-3-8b,official,16,32,all,target,14,0.8,0.2449489742783178
llama-3-8b,official,16,32,all,combined,14,0.8,0.2449489742783178
qwen2.5-7b,official,14,28,all,context,14,0.3,0.18708286933869708
qwen2.5-7b,official,14,28,all,target,14,0.6,0.2
qwen2.5-7b,official,14,28,all,combined,14,0.55,0.2449489742783178
llama-3-8b,outside,16,32,all,context,14,0.65,0.3741657386773941
llama-3-8b,outside,16,32,all,target,14,0.65,0.2
llama-3-8b,outside,16,32,all,combined,14,0.9,0.2
qwen2.5-7b,outside,14,28,all,context,14,0.7,0.3674234614174767
qwen2.5-7b,outside,14,28,all,target,14,0.7,0.18708286933869706
qwen2.5-7b,outside,14,28,all,combined,14,0.8,0.2449489742783178
llama-3-8b,pair,16,32,all,context,14,0.35,0.2
llama-3-8b,pair,16,32,all,target,14,0.4,0.25495097567963926
llama-3-8b,pair,16,32,all,combined,14,0.35,0.2
qwen2.5-7b,pair,14,28,all,context,14,0.15,0.19999999999999998
qwen2.5-7b,pair,14,28,all,target,14,0.4,0.25495097567963926
qwen2.5-7b,pair,14,28,all,combined,14,0.25,0.22360679774997896
llama-3-8b,persuaded,16,32,all,context,14,0.8,0.2449489742783178
llama-3-8b,persuaded,16,32,all,target,14,0.4,0.25495097567963926
llama-3-8b,persuaded,16,32,all,combined,14,0.75,0.22360679774997896
qwen2.5-7b,persuaded,14,28,all,context,14,0.8,0.2449489742783178
qwen2.5-7b,persuaded,14,28,all,target,14,0.5,0.3535533905932738
qwen2.5-7b,persuaded,14,28,all,combined,14,0.9,0.20000000000000004
llama-3-8b,philosophy,16,32,all,context,14,0.6,0.20000000000000004
llama-3-8b,philosophy,16,32,all,target,14,0.75,0.22360679774997896
llama-3-8b,philosophy,16,32,all,combined,14,0.75,0.22360679774997896
qwen2.5-7b,philosophy,14,28,all,context,14,0.5,0.27386127875258304
qwen2.5-7b,philosophy,14,28,all,target,14,0.9,0.2
qwen2.5-7b,philosophy,14,28,all,combined,14,0.75,0.22360679774997896
llama-3-8b,potential,16,32,all,context,14,0.5,0.27386127875258304
llama-3-8b,potential,16,32,all,target,14,0.85,0.2
llama-3-8b,potential,16,32,all,combined,14,0.75,0.22360679774997896
qwen2.5-7b,potential,14,28,all,context,14,0.6,0.20000000000000004
qwen2.5-7b,potential,14,28,all,target,14,0.95,0.09999999999999999
qwen2.5-7b,potential,14,28,all,combined,14,0.7,0.18708286933869706
llama-3-8b,prefer,16,32,all,context,14,0.25,0.3872983346207417
llama-3-8b,prefer,16,32,all,target,14,0.2,0.18708286933869708
llama-3-8b,prefer,16,32,all,combined,14,0.15,0.19999999999999998
qwen2.5-7b,prefer,14,28,all,context,14,0.15,0.19999999999999998
qwen2.5-7b,prefer,14,28,all,target,14,0.2,0.18708286933869708
qwen2.5-7b,prefer,14,28,all,combined,14,0.15,0.19999999999999998
llama-3-8b,price,16,32,all,context,14,0.85,0.2
llama-3-8b,price,16,32,all,target,14,0.45,0.33166247903554
llama-3-8b,price,16,32,all,combined,14,0.8,0.18708286933869706
qwen2.5-7b,price,14,28,all,context,14,0.75,0.22360679774997896
qwen2.5-7b,price,14,28,all,target,14,0.65,0.2
qwen2.5-7b,price,14,28,all,combined,14,0.8,0.18708286933869706
llama-3-8b,proof,16,32,all,context,14,0.8,0.2449489742783178
llama-3-8b,proof,16,32,all,target,14,0.85,0.2
llama-3-8b,proof,16,32,all,combined,14,0.85,0.2
qwen2.5-7b,proof,14,28,all,context,14,0.8,0.2449489742783178
qwen2.5-7b,proof,14,28,all,target,14,0.95,0.09999999999999999
qwen2.5-7b,proof,14,28,all,combined,14,0.85,0.2
llama-3-8b,proved,16,32,all,context,14,0.3,0.18708286933869708
llama-3-8b,proved,16,32,all,target,14,0.2,0.24494897427831783
llama-3-8b,proved,16,32,all,combined,14,0.35,0.2
qwen2.5-7b,proved,14,28,all,context,14,0.3,0.18708286933869708
qwen2.5-7b,proved,14,28,all,target,14,0.35,0.2
qwen2.5-7b,proved,14,28,all,combined,14,0.3,0.18708286933869708
llama-3-8b,refused,16,32,all,context,14,0.4,0.25495097567963926
llama-3-8b,refused,16,32,all,target,14,0.5,0.31622776601683794
llama-3-8b,refused,16,32,all,combined,14,0.6,0.20000000000000004
qwen2.5-7b,refused,14,28,all,context,14,0.45,0.33166247903554
qwen2.5-7b,refused,14,28,all,target,14,0.4,0.3391164991562634
qwen2.5-7b,refused,14,28,all,combined,14,0.5,0.27386127875258304
llama-3-8b,remained,16,32,all,context,14,0.3,0.24494897427831783
llama-3-8b,remained,16,32,all,target,14,0.6,0.37416573867739417
llama-3-8b,remained,16,32,all,combined,14,0.4,0.37416573867739417
qwen2.5-7b,remained,14,28,all,context,14,0.4,0.2
qwen2.5-7b,remained,14,28,all,target,14,0.7,0.4
qwen2.5-7b,remained,14,28,all,combined,14,0.45,0.2449489742783178
llama-3-8b,ran,16,32,all,context,14,0.85,0.2
llama-3-8b,ran,16,32,all,target,14,0.95,0.09999999999999999
llama-3-8b,ran,16,32,all,combined,14,1.0,0.0
qwen2.5-7b,ran,14,28,all,context,14,0.75,0.22360679774997896
qwen2.5-7b,ran,14,28,all,target,14,1.0,0.0
qwen2.5-7b,ran,14,28,all,combined,14,1.0,0.0
llama-3-8b,rural,16,32,all,context,14,0.65,0.2
llama-3-8b,rural,16,32,all,target,14,0.75,0.22360679774997896
llama-3-8b,rural,16,32,all,combined,14,0.5,0.27386127875258304
qwen2.5-7b,rural,14,28,all,context,14,0.45,0.24494897427831783
qwen2.5-7b,rural,14,28,all,target,14,0.65,0.2
qwen2.5-7b,rural,14,28,all,combined,14,0.45,0.24494897427831783
llama-3-8b,sense,16,32,all,context,14,0.5,0.15811388300841897
llama-3-8b,sense,16,32,all,target,14,1.0,0.0
llama-3-8b,sense,16,32,all,combined,14,1.0,0.0
qwen2.5-7b,sense,14,28,all,context,14,0.45,0.2449489742783178
qwen2.5-7b,sense,14,28,all,target,14,1.0,0.0
qwen2.5-7b,sense,14,28,all,combined,14,1.0,0.0
llama-3-8b,series,16,32,all,context,14,0.8,0.2449489742783178
llama-3-8b,series,16,32,all,target,14,0.75,0.22360679774997896
llama-3-8b,series,16,32,all,combined,14,0.85,0.2
qwen2.5-7b,series,14,28,all,context,14,0.85,0.2
qwen2.5-7b,series,14,28,all,target,14,0.8,0.2449489742783178
qwen2.5-7b,series,14,28,all,combined,14,0.75,0.22360679774997896
llama-3-8b,shouting,16,32,all,context,14,0.45,0.24494897427831783
llama-3-8b,shouting,16,32,all,target,14,0.5,0.0
llama-3-8b,shouting,16,32,all,combined,14,0.4,0.2
qwen2.5-7b,shouting,14,28,all,context,14,0.35,0.2
qwen2.5-7b,shouting,14,28,all,target,14,0.5,0.27386127875258304
qwen2.5-7b,shouting,14,28,all,combined,14,0.45,0.2449489742783178
llama-3-8b,shut,16,32,all,context,14,0.3,0.36742346141747667
llama-3-8b,shut,16,32,all,target,14,0.9,0.1224744871391589
llama-3-8b,shut,16,32,all,combined,14,0.7,0.18708286933869706
qwen2.5-7b,shut,14,28,all,context,14,0.45,0.4
qwen2.5-7b,shut,14,28,all,target,14,0.55,0.33166247903554
qwen2.5-7b,shut,14,28,all,combined,14,0.5,0.27386127875258304
llama-3-8b,situation,16,32,all,context,14,0.2,0.2915475947422651
llama-3-8b,situation,16,32,all,target,14,0.4,0.33911649915626346
llama-3-8b,situation,16,32,all,combined,14,0.2,0.24494897427831783
qwen2.5-7b,situation,14,28,all,context,14,0.4,0.406201920231798
qwen2.5-7b,situation,14,28,all,target,14,0.4,0.2
qwen2.5-7b,situation,14,28,all,combined,14,0.35,0.2
llama-3-8b,social,16,32,all,context,14,0.5,0.31622776601683794
llama-3-8b,social,16,32,all,target,14,0.35,0.30000000000000004
llama-3-8b,social,16,32,all,combined,14,0.35,0.30000000000000004
qwen2.5-7b,social,14,28,all,context,14,0.5,0.27386127875258304
qwen2.5-7b,social,14,28,all,target,14,0.2,0.24494897427831783
qwen2.5-7b,social,14,28,all,combined,14,0.35,0.30000000000000004
llama-3-8b,source,16,32,all,context,14,0.6,0.1224744871391589
llama-3-8b,source,16,32,all,target,14,0.9,0.1224744871391589
llama-3-8b,source,16,32,all,combined,14,0.85,0.2
qwen2.5-7b,source,14,28,all,context,14,0.65,0.3741657386773941
qwen2.5-7b,source,14,28,all,target,14,0.65,0.2
qwen2.5-7b,source,14,28,all,combined,14,0.75,0.3872983346207417
llama-3-8b,spent,16,32,all,context,14,0.65,0.2
llama-3-8b,spent,16,32,all,target,14,0.75,0.22360679774997896
llama-3-8b,spent,16,32,all,combined,14,0.75,0.22360679774997896
qwen2.5-7b,spent,14,28,all,context,14,0.65,0.2
qwen2.5-7b,spent,14,28,all,target,14,0.8,0.18708286933869706
qwen2.5-7b,spent,14,28,all,combined,14,0.8,0.18708286933869706
llama-3-8b,step,16,32,all,context,14,0.45,0.24494897427831783
llama-3-8b,step,16,32,all,target,14,1.0,0.0
llama-3-8b,step,16,32,all,combined,14,1.0,0.0
qwen2.5-7b,step,14,28,all,context,14,0.6,0.37416573867739417
qwen2.5-7b,step,14,28,all,target,14,0.9,0.2
qwen2.5-7b,step,14,28,all,combined,14,0.9,0.2
llama-3-8b,straight,16,32,all,context,14,0.15,0.19999999999999998
llama-3-8b,straight,16,32,all,target,14,0.3,0.24494897427831783
llama-3-8b,straight,16,32,all,combined,14,0.25,0.22360679774997896
qwen2.5-7b,straight,14,28,all,context,14,0.15,0.19999999999999998
qwen2.5-7b,straight,14,28,all,target,14,0.25,0.22360679774997896
qwen2.5-7b,straight,14,28,all,combined,14,0.25,0.22360679774997896
llama-3-8b,stress,16,32,all,context,14,1.0,0.0
llama-3-8b,stress,16,32,all,target,14,1.0,0.0
llama-3-8b,stress,16,32,all,combined,14,1.0,0.0
qwen2.5-7b,stress,14,28,all,context,14,0.95,0.09999999999999999
qwen2.5-7b,stress,14,28,all,target,14,0.95,0.09999999999999999
qwen2.5-7b,stress,14,28,all,combined,14,0.95,0.09999999999999999
llama-3-8b,suffered,16,32,all,context,14,0.7,0.18708286933869706
llama-3-8b,suffered,16,32,all,target,14,0.6,0.3391164991562634
llama-3-8b,suffered,16,32,all,combined,14,0.8,0.18708286933869706
qwen2.5-7b,suffered,14,28,all,context,14,0.9,0.1224744871391589
qwen2.5-7b,suffered,14,28,all,target,14,0.7,0.18708286933869706
qwen2.5-7b,suffered,14,28,all,combined,14,0.8,0.18708286933869706
llama-3-8b,swung,16,32,all,context,14,0.1,0.12247448713915891
llama-3-8b,swung,16,32,all,target,14,0.75,0.22360679774997896
llama-3-8b,swung,16,32,all,combined,14,0.3,0.29154759474226505
qwen2.5-7b,swung,14,28,all,context,14,0.1,0.20000000000000004
qwen2.5-7b,swung,14,28,all,target,14,0.45,0.4
qwen2.5-7b,swung,14,28,all,combined,14,0.3,0.36742346141747667
llama-3-8b,talk,16,32,all,context,14,0.15,0.19999999999999998
llama-3-8b,talk,16,32,all,target,14,0.35,0.2
llama-3-8b,talk,16,32,all,combined,14,0.4,0.25495097567963926
qwen2.5-7b,talk,14,28,all,context,14,0.2,0.18708286933869708
qwen2.5-7b,talk,14,28,all,target,14,0.35,0.2
qwen2.5-7b,talk,14,28,all,combined,14,0.35,0.2
llama-3-8b,think,16,32,all,context,14,0.4,0.25495097567963926
llama-3-8b,think,16,32,all,target,14,0.25,0.22360679774997896
llama-3-8b,think,16,32,all,combined,14,0.35,0.2
qwen2.5-7b,think,14,28,all,context,14,0.45,0.24494897427831783
qwen2.5-7b,think,14,28,all,target,14,0.4,0.20000000000000004
qwen2.5-7b,think,14,28,all,combined,14,0.35,0.2
llama-3-8b,threatened,16,32,all,context,14,0.4,0.3391164991562634
llama-3-8b,threatened,16,32,all,target,14,0.9,0.1224744871391589
llama-3-8b,threatened,16,32,all,combined,14,0.85,0.2
qwen2.5-7b,threatened,14,28,all,context,14,0.3,0.24494897427831783
qwen2.5-7b,threatened,14,28,all,target,14,0.95,0.09999999999999999
qwen2.5-7b,threatened,14,28,all,combined,14,0.9,0.1224744871391589
llama-3-8b,title,16,32,all,context,14,1.0,0.0
llama-3-8b,title,16,32,all,target,14,1.0,0.0
llama-3-8b,title,16,32,all,combined,14,1.0,0.0
qwen2.5-7b,title,14,28,all,context,14,1.0,0.0
qwen2.5-7b,title,14,28,all,target,14,1.0,0.0
qwen2.5-7b,title,14,28,all,combined,14,1.0,0.0
llama-3-8b,touch,16,32,all,context,14,0.4,0.406201920231798
llama-3-8b,touch,16,32,all,target,14,0.95,0.09999999999999999
llama-3-8b,touch,16,32,all,combined,14,0.95,0.09999999999999999
qwen2.5-7b,touch,14,28,all,context,14,0.2,0.2915475947422651
qwen2.5-7b,touch,14,28,all,target,14,0.8,0.2449489742783178
qwen2.5-7b,touch,14,28,all,combined,14,0.65,0.30000000000000004
llama-3-8b,tradition,16,32,all,context,14,0.3,0.29154759474226505
llama-3-8b,tradition,16,32,all,target,14,0.3,0.24494897427831783
llama-3-8b,tradition,16,32,all,combined,14,0.45,0.2449489742783178
qwen2.5-7b,tradition,14,28,all,context,14,0.4,0.25495097567963926
qwen2.5-7b,tradition,14,28,all,target,14,0.15,0.19999999999999998
qwen2.5-7b,tradition,14,28,all,combined,14,0.2,0.2915475947422651
llama-3-8b,truth,16,32,all,context,14,0.35,0.43588989435406733
llama-3-8b,truth,16,32,all,target,14,0.35,0.30000000000000004
llama-3-8b,truth,16,32,all,combined,14,0.35,0.2
qwen2.5-7b,truth,14,28,all,context,14,0.4,0.406201920231798
qwen2.5-7b,truth,14,28,all,target,14,0.45,0.24494897427831783
qwen2.5-7b,truth,14,28,all,combined,14,0.4,0.2
llama-3-8b,value,16,32,all,context,14,0.8,0.4
llama-3-8b,value,16,32,all,target,14,1.0,0.0
llama-3-8b,value,16,32,all,combined,14,1.0,0.0
qwen2.5-7b,value,14,28,all,context,14,0.75,0.3872983346207417
qwen2.5-7b,value,14,28,all,target,14,0.9,0.20000000000000004
qwen2.5-7b,value,14,28,all,combined,14,0.8,0.4
llama-3-8b,variety,16,32,all,context,14,0.25,0.22360679774997896
llama-3-8b,variety,16,32,all,target,14,0.75,0.3872983346207417
llama-3-8b,variety,16,32,all,combined,14,0.7,0.3674234614174767
qwen2.5-7b,variety,14,28,all,context,14,0.15,0.19999999999999998
qwen2.5-7b,variety,14,28,all,target,14,0.65,0.3741657386773941
qwen2.5-7b,variety,14,28,all,combined,14,0.35,0.30000000000000004
llama-3-8b,vary,16,32,all,context,14,0.35,0.2
llama-3-8b,vary,16,32,all,target,14,0.4,0.25495097567963926
